text,label
had a great experience here for a great time . <eos>,Positive
love this place . <eos>,Positive
i love the best of the best . <eos>,Positive
it was great . <eos>,Positive
the best fried rice ever . <eos>,Positive
friendly staff and great service . <eos>,Positive
great food and service . <eos>,Positive
i love this place is definitely a great place to go for lunch . <eos>,Positive
they were very nice and helpful and helpful . <eos>,Positive
great place to get a great price for the price . <eos>,Positive
the staff is always friendly . <eos>,Positive
"for the price , i ' ve had a great experience at the hotel . <eos>",Positive
i love the food here . <eos>,Positive
the staff is always friendly and helpful . <eos>,Positive
the best part . <eos>,Positive
the prices are great and the staff is always friendly and helpful . <eos>,Positive
we enjoy . <eos>,Positive
my wife got the steak and it was very good and well . <eos>,Positive
love the staff and dr . <eos>,Positive
it is a great place . <eos>,Positive
but i love the food here . <eos>,Positive
this place is a great experience . <eos>,Positive
it was a great experience with a great experience . <eos>,Positive
it was very clean and the staff was friendly and helpful . <eos>,Positive
one of best ! <eos>,Positive
the best part of the best . <eos>,Positive
went here for lunch and i got a couple of my wife birthday birthday . <eos>,Positive
"love this place , love this place . <eos>",Positive
my favorite thai restaurant in the area . <eos>,Positive
this is a great place to go to get a quick lunch lunch . <eos>,Positive
i love the food and the service is always good too . <eos>,Positive
"prices are reasonable , but worth it . <eos>",Positive
they are very friendly and the service is great . <eos>,Positive
they have a great selection of frames available . <eos>,Positive
they are very honest and helpful . <eos>,Positive
"great food , great service , and the food is always good . <eos>",Positive
the staff is great ! <eos>,Positive
i highly recommend this place for all of the best part of all of all . <eos>,Positive
thank you for the best service i have ever had . <eos>,Positive
great place for a great price and great service . <eos>,Positive
"their fries are good , the fries are good and good . <eos>",Positive
i had a great experience here . <eos>,Positive
the food . <eos>,Positive
love this place ! <eos>,Positive
it ' s always clean and the service was very good . <eos>,Positive
this is a great place to get a drink . <eos>,Positive
they have a great selection of frames and accessories . <eos>,Positive
she is a great job with a smile . <eos>,Positive
thanks guys guys and do a great job ! <eos>,Positive
i love this place ! <eos>,Positive
my husband ordered the steak and it was really good . <eos>,Positive
this is a great place . <eos>,Positive
definitely recommend them to anyone who wants to try the fish tacos here . <eos>,Positive
they have a great selection of frames and accessories items . <eos>,Positive
the staff is always friendly and helpful . <eos>,Positive
the mahi mahi was really good . <eos>,Positive
definitely a great place to eat with a friend of the best . <eos>,Positive
all the food is good and the service is great . <eos>,Positive
so much for the price . <eos>,Positive
they do a great job . <eos>,Positive
i love this place and love this place . <eos>,Positive
great job and will definitely be back again . <eos>,Positive
they were delicious . <eos>,Positive
they ' re always a good job with a great price of food . <eos>,Positive
the time was very good and the service was great . <eos>,Positive
wow ! <eos>,Positive
"they ' re always friendly and helpful , and always great service . <eos>",Positive
it is the best i ' ve had in the area . <eos>,Positive
a little pricey but it is worth the price of the price . <eos>,Positive
all the staff is very friendly and the food is great . <eos>,Positive
it ' s so good . <eos>,Positive
the food is always fresh and very tasty . <eos>,Positive
definitely a great place to eat in the area . <eos>,Positive
love the food and service . <eos>,Positive
i have been here several times and they are always friendly and always great service . <eos>,Positive
if you ' re a fan of the food is delicious . <eos>,Positive
they are great ! <eos>,Positive
the food was great and the service was excellent . <eos>,Positive
the place is a great place to go for a quick bite lunch . <eos>,Positive
they have great food and drinks are always friendly and very attentive . <eos>,Positive
had a great time here for a couple of my wife ' s birthday birthday . <eos>,Positive
a great place to take your guests . <eos>,Positive
went here for a few weeks ago and i am very satisfied . <eos>,Positive
it was very clean and very clean . <eos>,Positive
it ' s a great place to sit outside and enjoy your family . <eos>,Positive
my favorite mexican food . <eos>,Positive
i have a great selection of frames and accessories in the area . <eos>,Positive
my wife and i went here for lunch and it was very good . <eos>,Positive
delicious food . <eos>,Positive
they are always friendly and i have a lot of their knowledge . <eos>,Positive
everyone was so nice and helpful and helpful . <eos>,Positive
the portions are huge and the portions are generous and very tasty . <eos>,Positive
the owner and his staff is always friendly and helpful . <eos>,Positive
"authentic mexican food , great food . <eos>",Positive
very nice place to get a drink . <eos>,Positive
the food came out quickly and the service was friendly and efficient . <eos>,Positive
"the prices are reasonable , and the food is always good too . <eos>",Positive
"food , service , and food is excellent . <eos>",Positive
thank you ! <eos>,Positive
i love this place . <eos>,Positive
best place to go to eat in the phoenix metro area . <eos>,Positive
they have a great selection of frames . <eos>,Positive
it is a great place . <eos>,Positive
i recommend this place for all of the staff . <eos>,Positive
it was a great experience with a great experience . <eos>,Positive
i love the place to go for lunch and the service is always good . <eos>,Positive
"i had a great experience , and the food was a good experience here . <eos>",Positive
they are great ! <eos>,Positive
great service and great food . <eos>,Positive
always very good . <eos>,Positive
i recommend the food and the service was great as well . <eos>,Positive
"honest , reliable and trustworthy . <eos>",Positive
"friendly staff , great prices , and friendly and helpful . <eos>",Positive
i ' m so grateful with this dental office . <eos>,Positive
"very good , and the food was great . <eos>",Positive
i will definitely be back soon . <eos>,Positive
we had a great time here and loved it . <eos>,Positive
they have a great selection of frames and accessories are very clean . <eos>,Positive
thank you for making you like a great experience ! <eos>,Positive
will definitely be back for more more . <eos>,Positive
"the prices are reasonable , but the food is worth it . <eos>",Positive
the portion sizes are huge and the price is always fresh and very tasty . <eos>,Positive
this is my favorite place for lunch or dinner or dinner . <eos>,Positive
will definitely use this place again ! <eos>,Positive
the food is always good and the service is great . <eos>,Positive
"prices are great , and the food is always good too . <eos>",Positive
our food was great . <eos>,Positive
i would definitely recommend this place to anyone looking for breakfast . <eos>,Positive
best bbq ever ! <eos>,Positive
my favorite thai food in the area . <eos>,Positive
the food is good and the service is great . <eos>,Positive
the best part of the service was the best . <eos>,Positive
i love the green chile and the green chile . <eos>,Positive
the food and service was excellent . <eos>,Positive
my favorite thai restaurant in the area . <eos>,Positive
the best part of the food was the best i have ever had . <eos>,Positive
but they do n't have a great job of them . <eos>,Positive
they have a great job and i am very happy . <eos>,Positive
i had a great experience at this location . <eos>,Positive
love the atmosphere and the staff . <eos>,Positive
i will definitely be back for more . <eos>,Positive
the best part of town . <eos>,Positive
the best service is great . <eos>,Positive
a great place to sit outside and enjoy your family and family . <eos>,Positive
always a great experience with great service . <eos>,Positive
i ' m a huge fan of the food . <eos>,Positive
the food is always fresh and the staff is friendly and efficient . <eos>,Positive
we were very impressed with the food and service was great . <eos>,Positive
best pizza in the valley . <eos>,Positive
very nice and helpful staff . <eos>,Positive
great place ! <eos>,Positive
i love the atmosphere and the food is great . <eos>,Positive
i had a great experience here and the service . <eos>,Positive
the staff and the food is great . <eos>,Positive
the food is always fresh and delicious . <eos>,Positive
i ' m so happy with the customer service . <eos>,Positive
it ' s a great place to hang out . <eos>,Positive
but it ' s worth it . <eos>,Positive
they are always fresh and delicious . <eos>,Positive
if you are a great place to go for your food . <eos>,Positive
we had a great meal and was great . <eos>,Positive
we will definitely be back for the service and service . <eos>,Positive
so much for the price and the service . <eos>,Positive
i love the atmosphere and the atmosphere . <eos>,Positive
food is delicious and the service is always very good . <eos>,Positive
she was very patient and very helpful . <eos>,Positive
it was a great experience here . <eos>,Positive
<unk> of the <unk> is great . <eos>,Positive
they have a great selection of frames . <eos>,Positive
woot woot ! <eos>,Positive
this is a great place for lunch . <eos>,Positive
they were very nice and the service was very good . <eos>,Positive
great place to go for a quick bite bite and lunch . <eos>,Positive
"but , this place is a great place to watch football . <eos>",Positive
the fries are great and the fries are very good . <eos>,Positive
this is a great place . <eos>,Positive
i will definitely be back to this location again . <eos>,Positive
"so much for the price , i ' ve had a great time . <eos>",Positive
great place . <eos>,Positive
"always friendly , helpful , and the staff are very friendly . <eos>",Positive
so i love the place to go here . <eos>,Positive
definitely recommend this place . <eos>,Positive
i love this place for the price . <eos>,Positive
a great place . <eos>,Positive
"but , the food is good , but not worth it . <eos>",Positive
i have always been a great experience at this location . <eos>,Positive
everything was fresh and made fresh and delicious . <eos>,Positive
if you are a great place to go for a great price . <eos>,Positive
love this place for breakfast ! <eos>,Positive
great local bar . <eos>,Positive
amazing ! <eos>,Positive
a little pricey but it ' s worth the price of admission . <eos>,Positive
i ' m so grateful with me . <eos>,Positive
great place for groups . <eos>,Positive
love the food here . <eos>,Positive
the best part of the service is great . <eos>,Positive
i recommend this place for a friend and friends . <eos>,Positive
it was a great experience . <eos>,Positive
this is a great place . <eos>,Positive
the food and service is always friendly and quick . <eos>,Positive
this is a great place to take your family needs . <eos>,Positive
"but the food is good , but it ' s a good place to go . <eos>",Positive
"for the price , i ' ve had a great experience at this location . <eos>",Positive
honest and trustworthy . <eos>,Positive
this is the best place for the best in town . <eos>,Positive
food is good too . <eos>,Positive
it ' s always good and tasty . <eos>,Positive
this place is a great deal with . <eos>,Positive
i highly recommend this place to anyone looking for a good dentist for any occasion . <eos>,Positive
so much for the price and the service . <eos>,Positive
i always get compliments and i have a great time with my car wash . <eos>,Positive
thank you for making your life and you are great ! <eos>,Positive
it was a great experience with a great experience . <eos>,Positive
they are very friendly and the food is always good . <eos>,Positive
highly recommend this place . <eos>,Positive
so much for the price and they have a great selection of frames . <eos>,Positive
i recommend them to anyone who wants to take your care of your pets . <eos>,Positive
great service . <eos>,Positive
i had the best chicken and the best i ' ve had . <eos>,Positive
i love this place again . <eos>,Positive
they are always friendly and helpful . <eos>,Positive
love the staff and friendly . <eos>,Positive
the staff is always friendly and the food is always good . <eos>,Positive
it is a good place for lunch . <eos>,Positive
they do a great job and great job . <eos>,Positive
the fries were perfectly cooked perfectly and the service was excellent . <eos>,Positive
the staff and the food was very good and friendly . <eos>,Positive
i recommend this place to anyone . <eos>,Positive
thank you for the help you ' ll be back soon ! <eos>,Positive
"overall great experience , i highly recommend . <eos>",Positive
i always leave feeling relaxed and relaxed . <eos>,Positive
wow ! <eos>,Positive
the staff is very friendly and the service is always friendly and the food . <eos>,Positive
i had a great experience here and i was a great experience . <eos>,Positive
clean and friendly and efficient . <eos>,Positive
all the staff is very friendly and the food is very good . <eos>,Positive
"great food , great service , great atmosphere . <eos>",Positive
"great place for a good price , and the food . <eos>",Positive
it was very clean and the service was great . <eos>,Positive
we had a great time here and it was a great experience . <eos>,Positive
"so much for a great experience , i will definitely be back . <eos>",Positive
one of the best places to eat in the area . <eos>,Positive
"thanks again , so much ! <eos>",Positive
a great place for breakfast . <eos>,Positive
"the staff was very friendly and helpful , helpful , and very helpful . <eos>",Positive
this is my favorite place to eat in the past and the food . <eos>,Positive
fresh and delicious . <eos>,Positive
it is a great place to get a quick bite and lunch . <eos>,Positive
it was a great experience at all . <eos>,Positive
"very friendly staff , great staff , and the service was very friendly . <eos>",Positive
very nice place to hang out . <eos>,Positive
i love the food and the service is always good and the food . <eos>,Positive
everything is delicious . <eos>,Positive
love the fried rice . <eos>,Positive
had a great experience here and the service was great too . <eos>,Positive
i ' m so happy with the food and service is always very friendly . <eos>,Positive
the fries are very good . <eos>,Positive
the best part is amazing . <eos>,Positive
so you ' ll see you guys ! <eos>,Positive
love the best part of the best . <eos>,Positive
came here for a friend and i was impressed . <eos>,Positive
the staff are very friendly and the service is always friendly and helpful . <eos>,Positive
the chicken is the best i ' ve had in pittsburgh . <eos>,Positive
all the food was great and the service was very friendly and attentive . <eos>,Positive
they have a great selection of frames and accessories to choose . <eos>,Positive
the best part of the staff . <eos>,Positive
i love the atmosphere and the staff is always friendly and the food . <eos>,Positive
when i got the chance to get it was a good experience . <eos>,Positive
great food too . <eos>,Positive
"great food , great service , great food . <eos>",Positive
i had a great experience at this location . <eos>,Positive
the service was friendly and the food was very good and fast . <eos>,Positive
i love the atmosphere . <eos>,Positive
"thanks again , i will be back to this location ! <eos>",Positive
one of the best part of the best part of the city area . <eos>,Positive
love the food and the service is great . <eos>,Positive
thanks for the help ! <eos>,Positive
great place for breakfast . <eos>,Positive
they have a great selection of frames . <eos>,Positive
it is a great place to get a great meal . <eos>,Positive
came here for lunch and the food was great as well . <eos>,Positive
they have a great selection of frames . <eos>,Positive
love this place ! <eos>,Positive
very friendly staff . <eos>,Positive
we always get the food and the service was great . <eos>,Positive
"needless to say , i will be back to the next time . <eos>",Positive
the food and the service was great as well . <eos>,Positive
the best part of the service . <eos>,Positive
it was a great experience with a great price . <eos>,Positive
will definitely be back to the next time i ' m . <eos>,Positive
great service and food . <eos>,Positive
and the staff was very friendly and helpful . <eos>,Positive
and the staff is very friendly . <eos>,Positive
the food was great and the service was great . <eos>,Positive
we will definitely be back for more . <eos>,Positive
the food is very good . <eos>,Positive
best pizza i ' ve ever had . <eos>,Positive
the fries were perfectly cooked perfectly and the bread was very good . <eos>,Positive
the staff is always friendly and helpful and helpful . <eos>,Positive
we had a great meal and loved it . <eos>,Positive
they are very nice and helpful . <eos>,Positive
i love this place and the service is great ! <eos>,Positive
i had a great experience with a great experience . <eos>,Positive
some of the best bbq in the valley . <eos>,Positive
they were very good and the food was very good . <eos>,Positive
if you ' re a fan of this place is definitely be visiting . <eos>,Positive
they have great service and the food is great . <eos>,Positive
"the food is good , but the service is the best part . <eos>",Positive
really good food and service . <eos>,Positive
it is the best chinese food i ' ve had in the area . <eos>,Positive
she was amazing ! <eos>,Positive
the food and service is always good and the food . <eos>,Positive
i would recommend this place . <eos>,Positive
i ' m a fan of the food is delicious . <eos>,Positive
the best part of the staff is so friendly and the service is great . <eos>,Positive
great food . <eos>,Positive
i love it . <eos>,Positive
the green chile rice is very good . <eos>,Positive
i recommend the place to go to the area and very nice . <eos>,Positive
it ' s fresh and the food was good and reasonably priced . <eos>,Positive
it is a great place to get a quick bite and a great price . <eos>,Positive
this place rocks . <eos>,Positive
"the staff , the food was very good and the service was great . <eos>",Positive
delicious and delicious food . <eos>,Positive
it is always clean and organized . <eos>,Positive
i ' m so impressed . <eos>,Positive
i highly recommend them . <eos>,Positive
i am so grateful with the service and i love it . <eos>,Positive
i love the atmosphere and the food is great . <eos>,Positive
"so much to see the movie , i did . <eos>",Positive
great customer service and food . <eos>,Positive
my wife loves this place . <eos>,Positive
love this place for the price . <eos>,Positive
we had a great experience here . <eos>,Positive
i love the food here . <eos>,Positive
but i ' m very impressed with the food and the service is great . <eos>,Positive
i love this place for the best sushi ! <eos>,Positive
loved it . <eos>,Positive
